10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F0, 10, 00, 09, 00, 00, FF, FC, FF, FF, 00, 03, 00, 00, 06, 11, 00, 00, 02, BA, 00, 00, C1, 57, 00, 00, 01, 3E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 32, 9A, 00, 03, 00, 00, FF, F6, FF, FF, FF, FB, FF, FF, 06, 37, 00, 00, 02, CD, 00, 00, C1, 8A, 00, 00, 01, 5F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 34, 28, 13, 80, 00, 00, 65, A4, 00, 00, 0E, B3, FF, FF, 99, CE, 00, 7F, 03, 0B, 00, 41, C8, 62, 0F, 9E, 00, 10
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 35, B6, FF, ED, 00, 00, 00, 00, FF, FF, FF, DB, 00, 00, 05, FA, 00, 00, 03, 1A, 00, 00, C1, B7, 00, 00, 01, 91
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 37, 44, 70, 80, 00, 01, 09, A3, FF, FF, 91, 5E, 00, 00, 00, 4D, 00, 73, 1E, E8, 00, 3D, B4, F2, 0F, A4, 00, AE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 38, D1, 00, 1F, 00, 00, FF, FB, 00, 00, FF, F6, 00, 00, 06, 6C, 00, 00, 02, DF, 00, 00, C1, C6, 00, 00, 01, 3F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3A, 5F, 39, 73, FF, FF, 83, F7, 00, 00, 7A, C2, 00, 01, C1, C3, 00, 7A, 35, 00, 00, 40, 1D, CA, 0F, 9E, 00, 4E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3B, EE, 00, 19, 00, 00, FF, F0, FF, FF, 00, 34, 00, 00, 05, C3, 00, 00, 02, F8, 00, 00, C1, C2, 00, 00, 01, F6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3D, 7C, FC, 0E, 00, 00, F4, 8C, FF, FF, 1C, 75, 00, 00, 00, 00, 00, 7F, 4E, D6, 00, 3D, FB, EF, 0F, A5, 00, 9D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3F, 0A, FF, E2, FF, FF, FF, FA, 00, 00, 00, 07, 00, 00, 06, 46, 00, 00, 02, F7, 00, 00, C1, 8B, 00, 00, 01, 07
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 40, 98, D5, DB, 00, 00, 89, D2, FF, FF, 0E, 4E, FF, FF, 35, 3E, 00, 79, 0B, BD, 00, 00, FE, 56, 0F, 9E, 00, 3D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 42, 26, 00, 5E, 00, 00, FF, FB, FF, FF, 00, 07, FF, FF, 05, E2, 00, 00, 02, E2, 00, 00, C1, B1, 00, 00, 01, 4E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 43, B3, 31, 83, 00, 00, F4, 85, FF, FF, 13, 45, 00, 01, 1C, EC, 00, 7E, 7F, 57, 00, 39, AB, 9C, 0F, A0, 00, 52
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 45, 40, 00, 00, FF, FF, 00, 05, FF, FF, FF, FD, FF, FF, 06, 34, 00, 00, 03, 23, 00, 00, C1, A9, 00, 00, 01, 98
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 46, CF, 3F, 20, FF, FF, A1, B5, 00, 00, 21, A5, FF, FF, F0, 7D, 00, 79, FE, 64, 00, 43, 01, D2, 0F, A7, 00, ED
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 48, 5D, 00, 14, 00, 00, 00, 10, FF, FF, FF, FC, 00, 00, 06, 1D, 00, 00, 02, 70, 00, 00, C1, 80, 00, 00, 01, E6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 49, EC, E9, 2A, 00, 02, 67, 47, FF, FF, B9, EA, 00, 00, 21, 48, 00, 7C, B5, 38, 00, 3B, 83, 1C, 0F, A0, 00, 41
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4B, 7A, 00, 08, 00, 00, FF, D9, FF, FF, FF, FC, 00, 00, 06, 08, 00, 00, 00, 00, 00, 00, C1, 8E, 00, 00, 01, 49
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4D, 08, 7B, AF, FF, FF, 52, 11, 00, 01, FE, 01, 00, 03, 16, F9, 00, 7A, 3E, C6, 00, 42, 5F, 10, 0F, A8, 00, 25
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4E, 97, 00, 14, 00, 00, 00, 00, FF, FF, 00, 0D, FF, FF, 05, ED, 00, 00, 00, 00, 00, 00, C1, AA, 00, 00, 01, AD
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 50, 24, 48, CC, FF, FF, 82, 5D, FF, FF, 0D, BE, FF, FF, 86, B7, 00, 7E, 8D, 93, 00, 38, 00, 00, 0F, 99, 00, 34
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 51, B2, FF, FE, FF, FF, FF, F0, FF, FF, 00, 1E, FF, FF, 06, 1B, 00, 00, 03, 65, 00, 00, C1, 8C, 00, 00, 01, 2B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 53, 41, 2B, 1A, 00, 00, 8A, 27, FF, FF, B1, 20, 00, 00, 2C, 8F, 00, 78, 7C, 02, 00, 3E, F1, 9F, 0F, A1, 00, D5
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 54, D0, 00, 09, 00, 00, FF, EB, 00, 00, 00, 07, 00, 00, 05, E5, 00, 00, 02, 94, 00, 00, C1, 87, 00, 00, 01, 34
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 56, 5E, C7, D0, FF, FD, 18, 13, FF, FE, 25, 9B, FF, FE, EB, 3B, 00, 80, 49, 53, 00, 43, B5, B3, 0F, 9E, 00, 13
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 57, ED, 00, 2E, 00, 00, 00, 00, FF, FF, FF, FD, FF, FF, 05, F9, 00, 00, 03, 45, 00, 00, C1, E3, 00, 00, 01, A2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 59, 7B, 5A, BE, 00, 01, 17, 7D, 00, 00, 92, 84, 00, 01, D4, 6A, 00, 7B, FC, 67, 00, 3B, 86, 3C, 0F, A5, 00, B2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5B, 0A, FF, F3, FF, FF, FF, DF, FF, FF, 00, 13, 00, 00, 05, E0, 00, 00, 02, D4, 00, 00, C1, 85, 00, 00, 01, 93
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5C, 98, CA, 4B, FF, FF, 06, E4, FF, FF, F9, 9C, 00, 01, 6F, 06, 00, 7B, 62, 32, 00, 46, F5, B5, 0F, 9A, 00, EF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5E, 27, FF, CE, FF, FF, FF, F4, FF, FF, 00, 35, 00, 00, 06, 13, 00, 00, 02, F6, 00, 00, C1, AB, 00, 00, 01, 41
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5F, B5, 13, 69, 00, 00, 11, 59, 00, 01, 11, FC, 00, 00, 3B, FF, 00, 7E, BD, D9, 00, 3A, 0A, 8B, 0F, A4, 00, 25
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 61, 44, FF, EE, FF, FF, FF, DA, FF, FF, 00, 18, 00, 00, 05, E4, 00, 00, 02, CC, 00, 00, C1, 46, 00, 00, 01, 8B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 62, D2, 4A, BF, FF, FD, 10, E6, FF, FF, 97, 77, 00, 02, 8A, BF, 00, 73, A0, E4, 00, 44, 05, 8B, 0F, 9E, 00, 4B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 64, 61, FF, E9, FF, FF, FF, E4, FF, FF, 00, 1D, FF, FF, 05, DA, 00, 00, 02, E3, 00, 00, C2, 04, 00, 00, 01, 7F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 65, F0, 10, 7D, 00, 01, 0B, BA, 00, 00, 9C, 79, FF, FE, B7, 62, 00, 81, E1, BE, 00, 3A, BC, 54, 0F, A2, 00, 3B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 67, 7E, FF, DE, FF, FF, 00, 31, FF, FF, FF, E7, 00, 00, 05, F9, 00, 00, 02, B1, 00, 00, C1, 63, 00, 00, 01, F8
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 69, 0C, 83, 53, FF, FF, A0, 84, FF, FE, 10, B2, 00, 01, 53, 6E, 00, 77, 20, 1E, 00, 48, 83, F4, 00, 00, 00, AF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6A, 9B, FF, F3, 00, 00, FF, E4, FF, FF, 00, 34, 00, 00, 06, 17, 00, 00, 02, AC, 00, 00, C1, D3, 00, 00, 01, B9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6C, 28, F4, 94, 00, 03, 00, 00, 00, 00, 9D, E2, 00, 00, 8D, C5, 00, 7F, 38, FB, 00, 3B, 08, 81, 0F, A5, 00, 67
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6D, B6, FF, E3, FF, FF, FF, F9, 00, 00, FF, FB, 00, 00, 05, FA, 00, 00, 03, 0E, 00, 00, C1, 53, 00, 00, 01, 67
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6F, 44, AD, E2, FF, FE, DE, 8C, 00, 00, 87, 75, 00, 00, 0D, 5B, 00, 78, F0, 05, 00, 44, 76, 8C, 0F, 9C, 00, B8
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 70, D2, 00, 4E, 00, 00, FF, F4, 00, 00, 00, 07, 00, 00, 06, 61, 00, 00, 02, D5, 00, 00, C1, B2, 00, 00, 01, 89
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 72, 61, B7, 1C, FF, FF, 01, 56, FF, FF, 16, EE, 00, 02, B6, 25, 00, 80, B0, 8E, 00, 00, 50, A0, 0F, A2, 00, 86
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 73, EF, 00, 09, FF, FF, 00, 0A, 00, 00, 00, 44, 00, 00, 05, AE, 00, 00, 03, 57, 00, 00, C1, 8E, 00, 00, 01, 61
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 75, 7D, 8E, 29, 00, 00, 8B, 26, 00, 00, 19, 65, FF, FF, C6, 6C, 00, 7B, 51, 21, 00, 45, B2, C0, 0F, A4, 00, AC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 77, 0B, 00, 29, 00, 00, FF, DF, FF, FF, FF, F1, 00, 00, 06, 57, 00, 00, 02, A7, 00, 00, C1, B3, 00, 00, 01, 3F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 78, 99, C6, D7, FF, FE, 8E, A3, 00, 00, 8F, 69, FF, FF, 7F, 54, 00, 82, A9, 35, 00, 3A, 59, D5, 0F, 9B, 00, 64
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7A, 27, FF, E3, FF, FF, 00, 00, FF, FF, FF, F7, 00, 00, 05, D2, 00, 00, 03, 28, 00, 00, C1, 69, 00, 00, 01, EF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7B, B5, 28, 19, 00, 02, 80, 04, 00, 00, 19, C4, 00, 01, B7, 74, 00, 79, 6F, 92, 00, 00, F4, CF, 0F, A2, 00, 3B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7D, 44, 00, 13, 00, 00, FF, FB, 00, 00, FF, FB, FF, FF, 06, 4C, 00, 00, 02, C0, 00, 00, C1, 90, 00, 00, 01, 79
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7E, D3, 42, 8D, FF, FF, 00, 00, 00, 00, 06, CC, 00, 00, 44, A2, 00, 7E, 33, F2, 00, 3D, 51, 05, 0F, A2, 00, 0A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 80, 62, FF, F3, FF, FF, 00, 05, 00, 00, 00, 02, 00, 00, 05, CD, 00, 00, 03, 36, 00, 00, C2, 0F, 00, 00, 01, 03
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 81, F0, AB, 4C, 00, 01, 0D, 04, FF, FF, 0C, D7, 00, 00, 0E, 2B, 00, 7A, 54, 35, 00, 38, 9D, 58, 0F, A4, 00, C4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 83, 7F, 00, 0E, FF, FF, FF, DA, FF, FF, 00, 02, 00, 00, 06, 3A, 00, 00, 02, C8, 00, 00, C1, 84, 00, 00, 01, 84
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 85, 0D, 0F, 8B, 00, 00, 7D, E1, 00, 00, 28, 21, FF, FD, E9, 71, 00, 7D, 50, 02, 00, 42, 1C, E0, 0F, 9D, 00, 2F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 86, 9C, FF, F8, FF, FF, 00, 0B, 00, 00, FF, E6, 00, 00, 05, B2, 00, 00, 03, 0A, 00, 00, C1, A2, 00, 00, 01, 7C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 88, 2B, 0F, FE, 00, 00, 8A, 72, FF, FF, 0E, 92, FF, FF, F0, E4, 00, 79, F3, 28, 00, 38, BF, 36, 0F, A1, 00, EA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 89, BA, FF, F9, FF, FF, 00, 31, 00, 00, 00, 17, 00, 00, 06, 8B, 00, 00, 02, F4, 00, 00, C1, 48, 00, 00, 01, 5F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8B, 47, 0F, 84, 00, 00, 79, 0C, 00, 00, 19, 6D, FF, FF, 69, A9, 00, 7A, 66, C2, 00, 45, 79, 85, 0F, A0, 00, 61
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8C, D5, 00, 2F, 00, 00, FF, CF, FF, FF, 00, 28, 00, 00, 05, 8F, 00, 00, 02, D0, 00, 00, C1, EB, 00, 00, 01, E4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8E, 62, 15, 97, 00, 01, 2D, 8C, FF, FF, 1B, 80, 00, 01, E7, 1D, 00, 7C, 0B, 9C, 00, 3E, 78, 61, 0F, A4, 00, 2E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8F, F1, FF, D3, FF, FF, FF, E5, 00, 00, 00, 1E, 00, 00, 06, 3C, 00, 00, 03, 2F, 00, 00, C1, 56, 00, 00, 01, 2B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 91, 7E, 60, A4, 00, 02, 87, CA, FF, FF, 27, 0D, 00, 00, CC, 57, 00, 80, 9A, 8E, 00, 44, 46, 8F, 0F, A3, 00, 7B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 93, 0D, 00, 2E, 00, 00, FF, F0, 00, 00, FF, FC, 00, 00, 05, D6, 00, 00, 02, B4, 00, 00, C1, 97, 00, 00, 01, EF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 94, 9B, CA, 7B, 00, 00, E7, AD, 00, 00, 70, 5E, 00, 00, BA, CC, 00, 7B, 72, 96, 00, 39, 20, 30, 0F, 9C, 00, 60
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 96, 2A, FF, DD, FF, FF, 00, 1B, 00, 00, 00, 18, 00, 00, 05, F8, 00, 00, 03, 55, 00, 00, C1, 5F, 00, 00, 01, 90
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 97, B8, 74, 4F, 00, 01, F2, 84, 00, 00, 9F, DD, 00, 00, 69, E3, 00, 7A, 35, 6A, 00, 40, 23, 3C, 0F, A3, 00, 08
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 99, 47, 00, 24, 00, 00, 00, 12, 00, 00, 00, 0D, 00, 00, 05, E1, 00, 00, 02, 5C, 00, 00, C1, 88, 00, 00, 01, FE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9A, D4, E2, 76, FF, FD, 8D, CC, FF, FF, 93, E5, 00, 02, EA, 47, 00, 7F, A3, 65, 00, 3D, A8, 65, 0F, 9E, 00, 8F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9C, 63, 00, 13, 00, 00, FF, D9, 00, 00, 00, 02, 00, 00, 00, 00, 00, 00, 03, 6B, 00, 00, C1, A3, 00, 00, 01, 0C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9D, F2, 6E, 20, 00, 02, 2B, 1B, FF, FF, A6, 16, 00, 00, EE, 2F, 00, 7C, E5, 7C, 00, 3D, A8, B6, 0F, A8, 00, B8
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9F, 80, FF, F8, FF, FF, FF, F6, 00, 00, 00, 02, FF, FF, 06, 1B, 00, 00, 02, B6, 00, 00, C1, A9, 00, 00, 01, 9A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A1, 0E, 51, 0C, FF, FF, 12, 22, 00, 00, 29, 80, 00, 00, D1, EF, 00, 7E, 9F, 10, 00, 3E, 01, FE, 0F, 9E, 00, 0B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A2, 9D, 00, 0E, FF, FF, FF, EA, FF, FF, 00, 07, 00, 00, 06, 08, 00, 00, 03, 4B, 00, 00, C1, 86, 00, 00, 01, 2A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A4, 2B, 73, 59, FF, FF, 60, 26, FF, FF, B5, A2, FF, FF, 88, 8F, 00, 78, B4, 87, 00, 3E, 88, D5, 0F, A0, 00, D3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A5, BA, FF, E9, 00, 00, 00, 06, 00, 00, FF, F1, FF, FF, 05, DE, 00, 00, 02, E2, 00, 00, C1, 79, 00, 00, 01, 8A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A7, 48, EC, 4A, FF, FE, 04, D4, 00, 00, 22, 9A, 00, 00, F3, 84, 00, 7E, 92, 6B, 00, 3F, FD, DD, 0F, 9C, 00, B9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A8, D7, 00, 09, FF, FF, FF, DF, FF, FF, 00, 07, 00, 00, 06, 35, 00, 00, 03, 44, 00, 00, C2, 03, 00, 00, 01, FE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AA, 64, 25, 21, FF, FF, A2, 58, FF, FE, 8E, B7, 00, 00, 10, 8A, 00, 7A, 38, 53, 00, 39, 40, E1, 0F, A6, 00, 89
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AB, F2, 00, 39, 00, 00, 00, 0A, 00, 00, 00, 22, 00, 00, 06, 22, 00, 00, 02, C6, 00, 00, C1, 5D, 00, 00, 01, 5E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AD, 80, E6, D8, FF, FE, 99, 7E, FF, FE, 0A, 5D, 00, 00, 31, FE, 00, 7A, 8D, 08, 00, 48, A0, 14, 0F, 99, 00, 92
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AF, 0E, 00, 5E, 00, 00, FF, C9, FF, FF, 00, 01, 00, 00, 05, F1, 00, 00, 03, 10, 00, 00, C1, CA, 00, 00, 01, C4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B0, 9D, 6C, A4, 00, 01, 05, 57, 00, 00, 01, 0B, 00, 00, 16, F5, 00, 7D, 74, 0D, 00, 35, E0, ED, 0F, 9D, 00, CA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B2, 2C, FF, F3, 00, 00, 00, 0C, 00, 00, FF, F0, FF, FF, 05, FB, 00, 00, 03, 1A, 00, 00, C1, 54, 00, 00, 01, 49
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B3, BB, AE, 9A, FF, FE, 7B, 88, 00, 01, 22, C3, 00, 00, A4, 00, 00, 78, 34, 62, 00, 45, 38, 2E, 0F, A1, 00, F6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B5, 48, 00, 24, FF, FF, 00, 21, FF, FF, 00, 18, 00, 00, 05, F8, 00, 00, 02, D3, 00, 00, C1, FB, 00, 00, 01, 32
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B6, D7, E8, 9A, 00, 01, 8E, F2, 00, 00, 9B, AB, 00, 00, 5B, EE, 00, 7F, 0E, EF, 00, 39, 17, B0, 0F, A2, 00, 99
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B8, 66, FF, EE, 00, 00, 00, 00, 00, 00, FF, F6, FF, FF, 05, DA, 00, 00, 03, 30, 00, 00, C1, 46, 00, 00, 01, 65
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B9, F5, 44, BC, FF, FE, A5, 1F, FF, FF, 14, 6A, 00, 00, C2, 76, 00, 79, 00, 00, 00, 43, 03, 99, 0F, A0, 00, 77
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BB, 83, 00, 0E, 00, 00, FF, D4, FF, FF, 00, 23, FF, FF, 06, 35, 00, 00, 02, E1, 00, 00, C1, E7, 00, 00, 01, 52
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BD, 12, 8E, FC, 00, 01, 8E, 45, 00, 00, 85, 5F, 00, 00, FA, A7, 00, 7F, 46, EE, 00, 3A, 9E, CF, 0F, 9D, 00, 05
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BE, A0, FF, ED, 00, 00, 00, 21, 00, 00, 00, 1E, 00, 00, 05, D8, 00, 00, 03, 59, 00, 00, C1, 69, 00, 00, 01, 3A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C0, 2F, CB, 1E, 00, 01, 87, 8D, 00, 00, 78, A4, 00, 00, 91, A9, 00, 79, FD, B0, 00, 41, 61, BC, 0F, 9F, 00, C2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C1, BE, 00, 09, 00, 00, 00, 1B, 00, 00, FF, E6, FF, FF, 06, 57, 00, 00, 02, C1, 00, 00, C1, F0, 00, 00, 01, A5
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C3, 4D, 16, 01, 00, 00, 98, 8E, 00, 00, 9C, AE, 00, 00, 10, F4, 00, 80, 00, 00, 00, 3C, 78, 18, 0F, 9F, 00, E2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C4, DB, FF, E3, FF, FF, 00, 16, 00, 00, FF, E5, FF, FF, 05, BA, 00, 00, 03, 1F, 00, 00, C1, 8F, 00, 00, 01, F6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C6, 6A, FA, 81, 00, 01, 0E, 7F, FF, FD, 2F, F7, 00, 00, 53, D7, 00, 77, 22, 18, 00, 3C, 1A, F8, 0F, A1, 00, 81
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C7, F8, 00, 0E, 00, 00, 00, 1B, 00, 00, 00, 13, 00, 00, 06, 31, 00, 00, 02, BB, 00, 00, C1, A5, 00, 00, 01, A3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C9, 86, C8, E5, 00, 00, 59, 8B, 00, 03, 87, BD, FF, FF, AF, 35, 00, 7F, A3, A2, 00, 40, 30, 28, 00, 00, 00, B2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CB, 15, 00, 0D, 00, 00, FF, FF, 00, 00, FF, E5, FF, FF, 05, E0, 00, 00, 03, 31, 00, 00, C1, D9, 00, 00, 01, CE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CC, A2, 26, B2, FF, FF, 0B, CA, 00, 00, 97, 72, 00, 02, AA, B0, 00, 76, 0C, 86, 00, 37, 33, 4D, 0F, 9C, 00, 35
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CE, 30, 00, 2E, 00, 00, FF, FF, FF, FF, 00, 0C, 00, 00, 06, 44, 00, 00, 02, FB, 00, 00, C1, 7B, 00, 00, 01, 05
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CF, BF, 13, D5, FF, FF, 07, 26, 00, 01, 0F, EA, 00, 01, 87, 80, 00, 7E, 0B, 34, 00, 44, 24, 14, 0F, 9E, 00, D6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D1, 4C, 00, 19, 00, 00, FF, F5, FF, FF, 00, 02, 00, 00, 05, DF, 00, 00, 02, FD, 00, 00, C1, CE, 00, 00, 01, EA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D2, DB, 3F, B3, 00, 01, 05, 6E, 00, 00, 14, 0A, 00, 00, 92, D9, 00, 7B, 78, 95, 00, 3B, 09, 72, 0F, A3, 00, D9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D4, 6A, FF, F7, FF, FF, 00, 00, 00, 00, 00, 0D, 00, 00, 06, 57, 00, 00, 02, CF, 00, 00, C1, 88, 00, 00, 01, 04
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D5, F7, 99, AC, 00, 01, 15, EE, 00, 00, 1F, A0, 00, 01, 1B, B1, 00, 7D, 02, 1E, 00, 45, 6A, B7, 0F, A0, 00, A0
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D7, 85, 00, 03, 00, 00, FF, E5, FF, FF, FF, FD, FF, FF, 05, BA, 00, 00, 02, D2, 00, 00, C1, A0, 00, 00, 01, 7D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D9, 13, 7F, 3C, FF, FF, 83, F3, 00, 00, 00, 00, FF, FF, DA, A3, 00, 7C, C4, E4, 00, 38, 87, A5, 0F, 9B, 00, 15
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DA, A1, FF, F8, FF, FF, 00, 2B, 00, 00, FF, F7, 00, 00, 06, 27, 00, 00, 03, 23, 00, 00, C1, 6D, 00, 00, 01, 60
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DC, 2F, 6C, 26, 00, 01, 8B, B8, FF, FF, 07, 43, 00, 00, 6A, 7B, 00, 7D, 14, 5E, 00, 47, 2B, F5, 0F, 9D, 00, 5D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DD, BE, 00, 0D, FF, FF, 00, 00, 00, 00, FF, FC, 00, 00, 05, EE, 00, 00, 02, A8, 00, 00, C1, AC, 00, 00, 01, F9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DF, 4B, AF, 8E, 00, 00, 9A, F2, FF, FF, 29, 8F, 00, 00, 4E, 7A, 00, 7E, BA, CC, 00, 3B, 36, C5, 0F, 9F, 00, A6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E0, D9, FF, DD, FF, FF, 00, 1B, 00, 00, 00, 13, FF, FF, 05, F6, 00, 00, 03, 69, 00, 00, C1, B1, 00, 00, 01, E6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E2, 67, 01, 66, 00, 01, 8A, 5A, 00, 00, 99, B0, FF, FF, BA, B0, 00, 7D, 33, 1C, 00, 42, FD, BF, 0F, A3, 00, 0F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E3, F6, 00, 28, 00, 00, FF, F5, 00, 00, FF, F7, 00, 00, 06, 0F, 00, 00, 02, B0, 00, 00, C1, C3, 00, 00, 01, 84
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E5, 84, B2, FE, 00, 00, 8D, 7D, FF, FF, A0, 81, FF, FF, 0F, 4E, 00, 7C, 00, 00, 00, 3C, 90, 59, 0F, 9A, 00, 34
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E7, 13, 00, 13, 00, 00, 00, 10, 00, 00, 00, 08, FF, FF, 06, 15, 00, 00, 03, 6C, 00, 00, C1, 9C, 00, 00, 01, 58
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E8, A2, FC, 87, 00, 01, 90, DF, 00, 00, 7F, 7F, 00, 01, 75, F1, 00, 7D, 6E, E9, 00, 41, D3, 03, 0F, A3, 00, CC
